from,to,day_of_week,count
2585728,2585477,Friday,60
2585785,2585799,Friday,60
2585785,2585837,Friday,60
2585787,2585785,Friday,60
2585830,2585800,Friday,60
2585830,2585802,Friday,60
2585906,2585897,Friday,60
2585924,2585263,Friday,60
2585931,2585358,Friday,60
2586009,2585466,Friday,60
2586021,2586042,Friday,60
2586042,2585825,Friday,60
4393742,4215025,Friday,60
2585273,2585281,Friday,59
2585281,2585313,Friday,59
2585304,2585346,Friday,59
2585351,2585389,Friday,59
2585358,2585931,Friday,59
2585369,2585367,Friday,59
2585373,3110680,Friday,59
2585408,2585402,Friday,59
2585438,2585419,Friday,59
2585442,2585419,Friday,59
2585473,2585477,Friday,59
2585712,2585368,Friday,59
2585728,2585774,Friday,59
2585776,2585791,Friday,59
2585782,2585837,Friday,59
2585789,2585827,Friday,59
2585808,2585814,Friday,59
2585837,2585875,Friday,59
2585860,2585906,Friday,59
2585883,2585901,Friday,59
2585911,2585922,Friday,59
2585929,2585983,Friday,59
2585942,2585951,Friday,59
2585947,2585954,Friday,59
2585953,2585951,Friday,59
2585961,2585937,Friday,59
2585972,2585975,Friday,59
2585990,2585997,Friday,59
2585992,145175382,Friday,59
2585994,2585995,Friday,59
2586011,2586026,Friday,59
2586039,2585344,Friday,59
2586044,2586026,Friday,59
4393742,2585983,Friday,59
2585271,2585283,Friday,58
2585291,2585283,Friday,58
2585311,2585340,Friday,58
2585344,2586045,Friday,58
2585346,2585317,Friday,58
2585412,2585438,Friday,58
2585416,2585378,Friday,58
2585457,2585368,Friday,58
2585466,2586018,Friday,58
2585770,2585785,Friday,58
2585779,2585835,Friday,58
2585785,2585776,Friday,58
2585794,2585799,Friday,58
2585799,4585378,Friday,58
2585804,2585802,Friday,58
2585838,2585848,Friday,58
2585868,2585835,Friday,58
2585885,2585875,Friday,58
2585904,2585906,Friday,58
2585921,2585804,Friday,58
2585936,2585476,Friday,58
2585938,2585951,Friday,58
2585953,2585466,Friday,58
2585995,2585996,Friday,58
2586014,2586021,Friday,58
2586021,4393742,Friday,58
2586026,2586028,Friday,58
2586034,2586042,Friday,58
2681601,2585340,Friday,58
3470029,2585267,Friday,58
44581598,2585304,Friday,58
44581598,2585931,Friday,58
172293631,2585850,Friday,58
2585281,2585273,Friday,57
2585288,2585305,Friday,57
2585305,2585288,Friday,57
2585345,2585346,Friday,57
2585352,2585396,Friday,57
2585422,2585469,Friday,57
2585425,2585445,Friday,57
2585447,2585922,Friday,57
2585450,2585704,Friday,57
2585724,2585779,Friday,57
2585728,2585791,Friday,57
2585731,2585737,Friday,57
2585747,2585728,Friday,57
2585748,2585802,Friday,57
2585788,2585800,Friday,57
2585827,2585802,Friday,57
2585835,2585804,Friday,57
2585875,2585837,Friday,57
2585875,2585888,Friday,57
2585924,2585920,Friday,57
2585926,2585263,Friday,57
2585932,2585939,Friday,57
2585996,2585995,Friday,57
2586011,2586000,Friday,57
2586011,2586005,Friday,57
4393742,2585469,Friday,57
2585267,3470029,Friday,56
2585275,2585271,Friday,56
2585288,2585283,Friday,56
2585288,2585284,Friday,56
2585297,2585307,Friday,56
2585301,2585304,Friday,56
2585307,2585288,Friday,56
2585319,2585389,Friday,56
2585353,2681601,Friday,56
2585367,2585369,Friday,56
2585367,2585435,Friday,56
2585380,2585381,Friday,56
2585396,2585352,Friday,56
2585405,2585438,Friday,56
2585425,2585377,Friday,56
2585431,2585379,Friday,56
2585431,2586014,Friday,56
2585433,2585419,Friday,56
2585450,2585425,Friday,56
2585455,2585749,Friday,56
2585466,2585942,Friday,56
2585469,2585425,Friday,56
2585699,2585708,Friday,56
2585711,2585770,Friday,56
2585748,2585804,Friday,56
2585749,2585714,Friday,56
2585764,2585728,Friday,56
2585788,2585791,Friday,56
2585789,2585835,Friday,56
2585804,2585921,Friday,56
2585809,2585814,Friday,56
2585906,2585885,Friday,56
2585931,2585301,Friday,56
2585951,2585938,Friday,56
2585960,2585983,Friday,56
2585985,2585963,Friday,56
2585997,2585990,Friday,56
2586026,3110680,Friday,56
2586028,2586044,Friday,56
2586031,2585995,Friday,56
2586032,2585978,Friday,56
2586045,2586034,Friday,56
52488396,2585457,Friday,56
145175382,2585992,Friday,56
2585265,2585263,Friday,55
2585269,2585381,Friday,55
2585273,44583483,Friday,55
2585286,2585297,Friday,55
2585307,2585297,Friday,55
2585311,2585323,Friday,55
2585351,2681601,Friday,55
2585368,2585381,Friday,55
2585400,2585351,Friday,55
2585408,2585367,Friday,55
2585473,2585728,Friday,55
2585714,2585467,Friday,55
2585738,2585791,Friday,55
2585787,4585378,Friday,55
2585799,2585776,Friday,55
2585802,2585921,Friday,55
2585811,2585835,Friday,55
2585846,2585875,Friday,55
2585956,2585955,Friday,55
2585960,2585929,Friday,55
2585960,2585956,Friday,55
2585963,2585987,Friday,55
2585995,2585983,Friday,55
2586011,2586001,Friday,55
2586019,2586009,Friday,55
2586019,2586024,Friday,55
2586021,2586022,Friday,55
2586026,2586011,Friday,55
2586034,2585978,Friday,55
2586034,2586011,Friday,55
3318614,2585269,Friday,55
3318682,2585837,Friday,55
4313700,2585447,Friday,55
4393742,2585994,Friday,55
44581598,2585299,Friday,55
52488396,2585391,Friday,55
2585273,2585275,Friday,54
2585284,2585291,Friday,54
2585307,2585311,Friday,54
2585311,2585378,Friday,54
2585313,2681672,Friday,54
2585321,2585356,Friday,54
2585353,2585367,Friday,54
2585381,2585387,Friday,54
2585391,2585408,Friday,54
2585400,2585387,Friday,54
2585442,4393742,Friday,54
2585453,2585714,Friday,54
2585467,2585722,Friday,54
2585712,2585770,Friday,54
2585716,2585785,Friday,54
2585728,2585473,Friday,54
2585737,2585747,Friday,54
2585749,2585782,Friday,54
2585762,2585785,Friday,54
2585764,2585776,Friday,54
2585779,2585747,Friday,54
2585785,2585772,Friday,54
2585802,2585799,Friday,54
2585802,2585839,Friday,54
2585808,2585807,Friday,54
2585824,2585782,Friday,54
2585856,2585899,Friday,54
2585868,2585899,Friday,54
2585904,2585913,Friday,54
2585938,2585476,Friday,54
2585942,2585945,Friday,54
2585954,2585947,Friday,54
2585958,2585929,Friday,54
2585972,2585960,Friday,54
2586009,2586001,Friday,54
2586012,2585466,Friday,54
2586014,2585431,Friday,54
2586042,2586026,Friday,54
2586044,2585825,Friday,54
44583449,2585338,Friday,54
2585263,2585275,Friday,53
2585284,2585283,Friday,53
2585297,2585286,Friday,53
2585304,2585301,Friday,53
2585317,2585770,Friday,53
2585333,2585311,Friday,53
2585335,2585405,Friday,53
2585338,44583449,Friday,53
2585379,2585431,Friday,53
2585387,2585351,Friday,53
2585410,2585438,Friday,53
2585438,2585402,Friday,53
2585457,2585469,Friday,53
2585466,2586009,Friday,53
2585714,2585453,Friday,53
2585714,2585716,Friday,53
2585729,2585953,Friday,53
2585770,2585782,Friday,53
2585774,2585714,Friday,53
2585779,2585788,Friday,53
2585785,2585781,Friday,53
2585875,2585846,Friday,53
2585888,172295073,Friday,53
2585901,2585902,Friday,53
2585984,2585315,Friday,53
2585985,2586001,Friday,53
2586005,2585990,Friday,53
2586022,2586030,Friday,53
2586045,2585978,Friday,53
2681601,2585956,Friday,53
2585273,2585263,Friday,52
2585304,2585345,Friday,52
2585317,2585762,Friday,52
2585335,2585356,Friday,52
2585335,2585367,Friday,52
2585351,2585400,Friday,52
2585358,2585360,Friday,52
2585360,2585315,Friday,52
2585381,2585380,Friday,52
2585389,2585319,Friday,52
2585396,2585457,Friday,52
2585408,2585405,Friday,52
2585419,2585438,Friday,52
2585431,2585430,Friday,52
2585438,2585412,Friday,52
2585438,2585413,Friday,52
2585453,52488396,Friday,52
2585457,2585453,Friday,52
2585477,2585779,Friday,52
2585714,2585455,Friday,52
2585716,2585457,Friday,52
2585717,2585345,Friday,52
2585731,2585473,Friday,52
2585747,2585450,Friday,52
2585764,2585749,Friday,52
2585782,2585787,Friday,52
2585802,2585779,Friday,52
2585843,2585349,Friday,52
2585850,2585838,Friday,52
2585873,44583483,Friday,52
2585875,2585885,Friday,52
2585875,172293631,Friday,52
2585906,2585904,Friday,52
2585961,2585947,Friday,52
2585987,2585466,Friday,52
2585997,2585995,Friday,52
2586005,2586022,Friday,52
2586009,2586019,Friday,52
2586011,4393742,Friday,52
2586014,2586019,Friday,52
2586044,2585992,Friday,52
2681672,2585984,Friday,52
4393742,2585431,Friday,52
4393742,2585442,Friday,52
4585378,2585802,Friday,52
44581598,2585263,Friday,52
172295073,2585888,Friday,52
2585275,2585263,Friday,51
2585278,2585289,Friday,51
2585304,2585281,Friday,51
2585304,2585305,Friday,51
2585305,2585307,Friday,51
2585330,2585351,Friday,51
2585351,2585984,Friday,51
2585368,2585457,Friday,51
2585396,2585330,Friday,51
2585405,2585406,Friday,51
2585417,2585380,Friday,51
2585417,2585398,Friday,51
2585432,2585802,Friday,51
2585438,2585425,Friday,51
2585445,2585708,Friday,51
2585447,2585925,Friday,51
2585712,2585762,Friday,51
2585716,2585772,Friday,51
2585762,2585770,Friday,51
2585762,52488396,Friday,51
2585774,2585728,Friday,51
2585774,2585749,Friday,51
2585785,2585762,Friday,51
2585788,2585776,Friday,51
2585791,2585747,Friday,51
2585802,2585827,Friday,51
2585804,2585835,Friday,51
2585825,2586042,Friday,51
2585830,2585835,Friday,51
2585835,2585860,Friday,51
2585908,2585916,Friday,51
2585920,2585924,Friday,51
2585924,2585922,Friday,51
2585984,2681601,Friday,51
2586005,2586018,Friday,51
2586018,2586000,Friday,51
2586018,2586022,Friday,51
2586021,2585825,Friday,51
2586022,2585978,Friday,51
2586026,2586042,Friday,51
2586030,2586022,Friday,51
2586030,2586045,Friday,51
2681601,2585323,Friday,51
2681672,2585315,Friday,51
44583483,2585817,Friday,51
52488396,2585408,Friday,51
2585271,2585275,Friday,50
2585283,2585271,Friday,50
2585284,2585288,Friday,50
2585286,2585873,Friday,50
2585321,2585367,Friday,50
2585321,2585405,Friday,50
2585330,2585396,Friday,50
2585340,2681601,Friday,50
2585341,2585337,Friday,50
2585344,2586021,Friday,50
2585352,2585367,Friday,50
2585367,2585335,Friday,50
2585402,2585413,Friday,50
2585402,2585438,Friday,50
2585408,2585435,Friday,50
2585425,2585450,Friday,50
2585431,2585704,Friday,50
2585445,4393742,Friday,50
2585466,2585947,Friday,50
2585467,2585469,Friday,50
2585770,2585317,Friday,50
2585787,2585714,Friday,50
2585789,2585731,Friday,50
2585791,2585728,Friday,50
2585827,2585799,Friday,50
2585830,2585789,Friday,50
2585837,2585782,Friday,50
2585838,2585827,Friday,50
2585846,8746360,Friday,50
2585875,2585850,Friday,50
2585876,2585897,Friday,50
2585888,2585893,Friday,50
2585897,2585904,Friday,50
2585945,2585942,Friday,50
2585951,2585953,Friday,50
2585978,4393742,Friday,50
2585992,2586044,Friday,50
2586000,2585953,Friday,50
2586001,2585430,Friday,50
2586012,2586031,Friday,50
2586018,2585695,Friday,50
2586018,2586003,Friday,50
2586031,2586012,Friday,50
2681601,2585334,Friday,50
3318682,2585824,Friday,50
4393742,2585311,Friday,50
52488396,2585398,Friday,50
2585315,2585387,Friday,49
2585323,2681601,Friday,49
2585330,2585311,Friday,49
2585381,2585394,Friday,49
2585389,2585398,Friday,49
2585391,2585389,Friday,49
2585408,2585425,Friday,49
2585430,2585699,Friday,49
2585469,2585467,Friday,49
2585473,2585735,Friday,49
2585473,2585779,Friday,49
2585714,2585720,Friday,49
2585728,2585764,Friday,49
2585735,2585791,Friday,49
2585776,2585774,Friday,49
2585781,2585782,Friday,49
2585791,2585779,Friday,49
2585799,2585827,Friday,49
2585809,2585808,Friday,49
2585838,2585789,Friday,49
2585838,2585850,Friday,49
2585853,2585296,Friday,49
2585875,2585893,Friday,49
2585883,2585850,Friday,49
2585888,2585875,Friday,49
2585888,2585901,Friday,49
2585908,2585906,Friday,49
2585975,2585983,Friday,49
2586000,2585990,Friday,49
4393742,2585997,Friday,49
2585263,2585283,Friday,48
2585273,3470029,Friday,48
2585291,2585284,Friday,48
2585291,2585311,Friday,48
2585317,2681672,Friday,48
2585319,2585317,Friday,48
2585321,2585335,Friday,48
2585345,2585871,Friday,48
2585367,2585352,Friday,48
2585368,2585821,Friday,48
2585400,2585389,Friday,48
2585400,2681672,Friday,48
2585402,2585408,Friday,48
2585402,2585419,Friday,48
2585405,2585435,Friday,48
2585406,2585402,Friday,48
2585408,2585722,Friday,48
2585445,2585731,Friday,48
2585452,2585925,Friday,48
2585457,2585714,Friday,48
2585457,2585749,Friday,48
2585476,2585917,Friday,48
2585476,2585939,Friday,48
2585712,2585457,Friday,48
2585716,2585728,Friday,48
2585720,2585467,Friday,48
2585737,2585445,Friday,48
2585747,2585748,Friday,48
2585748,2586032,Friday,48
2585776,2585721,Friday,48
2585785,2585764,Friday,48
2585787,2585772,Friday,48
2585799,2585785,Friday,48
2585800,2585779,Friday,48
2585827,2585835,Friday,48
2585837,2585788,Friday,48
2585860,2585835,Friday,48
2585883,2585902,Friday,48
2585894,2585385,Friday,48
2585929,2585975,Friday,48
2585936,2585932,Friday,48
2585971,2585956,Friday,48
2585972,2585983,Friday,48
2585975,2585929,Friday,48
2585978,2585825,Friday,48
2585983,2585975,Friday,48
2585985,2586000,Friday,48
2585987,2585963,Friday,48
2586005,2586024,Friday,48
2586011,2585373,Friday,48
2586024,2586009,Friday,48
2586031,2585996,Friday,48
2586034,2586028,Friday,48
2586034,2586044,Friday,48
2586037,2585748,Friday,48
2586042,2586034,Friday,48
2586042,2586039,Friday,48
3318682,2585782,Friday,48
4215025,2585748,Friday,48
2585271,3470029,Friday,47
2585275,2585286,Friday,47
2585305,2585304,Friday,47
2585307,2585306,Friday,47
2585315,2681672,Friday,47
2585354,2681601,Friday,47
2585380,2585345,Friday,47
2585381,2585368,Friday,47
2585391,2585457,Friday,47
2585396,2681601,Friday,47
2585432,2585838,Friday,47
2585435,2585367,Friday,47
2585476,2585942,Friday,47
2585492,2585445,Friday,47
2585716,2585467,Friday,47
2585716,2585782,Friday,47
2585731,2585477,Friday,47
2585747,2585791,Friday,47
2585749,2585368,Friday,47
2585762,2585714,Friday,47
2585762,2585716,Friday,47
2585762,2585824,Friday,47
2585770,2585821,Friday,47
2585779,2585762,Friday,47
2585782,2585770,Friday,47
2585789,2585830,Friday,47
2585837,3318682,Friday,47
2585868,2585838,Friday,47
2585905,2585856,Friday,47
2585908,2585904,Friday,47
2585924,2585925,Friday,47
2585958,2585960,Friday,47
2585981,2585466,Friday,47
2585985,2585994,Friday,47
2586001,2586009,Friday,47
2586022,2586021,Friday,47
2586024,2586005,Friday,47
2586032,2586022,Friday,47
2586037,4393742,Friday,47
2586045,2586022,Friday,47
2681601,2585308,Friday,47
2681672,2585313,Friday,47
3110680,2585373,Friday,47
4215025,2585327,Friday,47
2585263,3470029,Friday,46
2585267,2585265,Friday,46
2585269,2681672,Friday,46
2585283,2585873,Friday,46
2585317,2585984,Friday,46
2585319,2585396,Friday,46
2585337,2585367,Friday,46
2585337,2586268,Friday,46
2585371,2585419,Friday,46
2585394,2585391,Friday,46
2585431,2585748,Friday,46
2585431,2586001,Friday,46
2585464,2585906,Friday,46
2585466,2585985,Friday,46
2585469,2585419,Friday,46
2585469,2585445,Friday,46
2585469,2585714,Friday,46
2585714,2585771,Friday,46
2585735,2585473,Friday,46
2585737,2585731,Friday,46
2585747,2585779,Friday,46
2585749,2585772,Friday,46
2585770,2585712,Friday,46
2585772,2585781,Friday,46
2585776,2585788,Friday,46
2585787,2585789,Friday,46
2585789,2585787,Friday,46
2585794,2585762,Friday,46
2585837,2585800,Friday,46
2585850,2585883,Friday,46
2585860,2585838,Friday,46
2585873,2585275,Friday,46
2585897,2585876,Friday,46
2585902,2585904,Friday,46
2585922,2585447,Friday,46
2585925,2585447,Friday,46
2585929,2585960,Friday,46
2585947,2585466,Friday,46
2585956,2585961,Friday,46
2585984,2585319,Friday,46
2585985,2585983,Friday,46
2585997,2586001,Friday,46
2586000,2585985,Friday,46
2586000,2586009,Friday,46
2586021,2586003,Friday,46
2586021,2586045,Friday,46
2586030,4393742,Friday,46
2586044,2586034,Friday,46
4393742,2585406,Friday,46
4393742,2586019,Friday,46
2585267,2585301,Friday,45
2585283,2585263,Friday,45
2585284,2585305,Friday,45
2585306,2585321,Friday,45
2585317,2585346,Friday,45
2585344,2586039,Friday,45
2585351,2585330,Friday,45
2585369,2585364,Friday,45
2585370,2585371,Friday,45
2585381,2585269,Friday,45
2585398,2585389,Friday,45
2585398,2585455,Friday,45
2585405,2585335,Friday,45
2585405,2585402,Friday,45
2585419,2585442,Friday,45
2585430,2585747,Friday,45
2585445,2585425,Friday,45
2585453,2585368,Friday,45
2585467,2585412,Friday,45
2585469,2585412,Friday,45
2585712,2585711,Friday,45
2585714,2585781,Friday,45
2585722,2585779,Friday,45
2585776,2585716,Friday,45
2585820,2585814,Friday,45
2585837,2585839,Friday,45
2585837,2585883,Friday,45
2585939,2585476,Friday,45
2585953,2585938,Friday,45
2585961,2585936,Friday,45
2585971,2585466,Friday,45
2585974,2585278,Friday,45
2585992,2585880,Friday,45
2585994,2585990,Friday,45
2585997,2586005,Friday,45
2586001,2585996,Friday,45
2586009,2586018,Friday,45
2586009,2586024,Friday,45
2586024,2586001,Friday,45
2586030,2585978,Friday,45
2586039,2586045,Friday,45
2586045,2585344,Friday,45
2586045,2586021,Friday,45
2681601,2585353,Friday,45
2681601,2585396,Friday,45
2681672,2585317,Friday,45
2681672,2585400,Friday,45
4393742,2585412,Friday,45
18751910,2585837,Friday,45
2585275,2585974,Friday,44
2585278,2585297,Friday,44
2585283,2585273,Friday,44
2585283,2585284,Friday,44
2585285,4215025,Friday,44
2585289,2585431,Friday,44
2585299,2585301,Friday,44
2585317,2585457,Friday,44
2585319,2585387,Friday,44
2585323,2585369,Friday,44
2585337,2585356,Friday,44
2585360,2585269,Friday,44
2585364,2585402,Friday,44
2585367,2585402,Friday,44
2585367,2585438,Friday,44
2585381,2585408,Friday,44
2585387,2585319,Friday,44
2585389,2585391,Friday,44
2585402,2585396,Friday,44
2585408,2585419,Friday,44
2585410,2585402,Friday,44
2585425,2585412,Friday,44
2585425,2585704,Friday,44
2585446,3470029,Friday,44
2585450,2585379,Friday,44
2585466,2585968,Friday,44
2585466,2586011,Friday,44
2585477,2585438,Friday,44
2585695,2585445,Friday,44
2585695,2586018,Friday,44
2585712,2585398,Friday,44
2585714,2585398,Friday,44
2585738,2585747,Friday,44
2585742,2585313,Friday,44
2585748,2586014,Friday,44
2585748,2586021,Friday,44
2585748,4215025,Friday,44
2585749,2585455,Friday,44
2585749,2585785,Friday,44
2585762,4585378,Friday,44
2585782,2585794,Friday,44
2585800,2585830,Friday,44
2585804,2585838,Friday,44
2585820,2585871,Friday,44
2585868,2585897,Friday,44
2585899,2585883,Friday,44
2585901,2585913,Friday,44
2585908,2585897,Friday,44
2585913,2585875,Friday,44
2585920,2585922,Friday,44
2585921,2585802,Friday,44
2585922,2585924,Friday,44
2585925,2585924,Friday,44
2585951,2585466,Friday,44
2585985,2585956,Friday,44
2585996,2586001,Friday,44
2585996,2586031,Friday,44
2586000,2585983,Friday,44
2586001,2586024,Friday,44
2586009,2586000,Friday,44
2586021,2585344,Friday,44
2586021,2585445,Friday,44
2586021,2586014,Friday,44
2586030,2586037,Friday,44
2586031,2585983,Friday,44
2586045,2586039,Friday,44
2681601,2585305,Friday,44
4393742,2585438,Friday,44
4393742,2585990,Friday,44
4393742,2586003,Friday,44
4393742,2586037,Friday,44
2585267,2585873,Friday,43
2585281,2585286,Friday,43
2585281,2585304,Friday,43
2585283,44583483,Friday,43
2585296,2585853,Friday,43
2585308,2585311,Friday,43
2585311,2585330,Friday,43
2585349,2585843,Friday,43
2585351,2585364,Friday,43
2585356,2585367,Friday,43
2585377,2585425,Friday,43
2585387,2585717,Friday,43
2585398,2585330,Friday,43
2585412,2585317,Friday,43
2585412,2585469,Friday,43
2585429,2585430,Friday,43
2585450,2585747,Friday,43
2585457,2585716,Friday,43
2585466,2585379,Friday,43
2585466,2586001,Friday,43
